oly_game,event_title,event_gender,medal_type,athlete_full_name,country_name,country_code,year
sydney-2000,63kg women,Women,SILVER,Valentina POPOVA,Russian Federation,RUS,2000
sydney-2000,63kg women,Women,BRONZE,Ioanna CHATZIIOANNOU,Greece,GRE,2000
sydney-2000,85kg men,Men,GOLD,Pyrros DIMAS,Greece,GRE,2000
sydney-2000,85kg men,Men,SILVER,Marc HUSTER,Germany,GER,2000
sydney-2000,85kg men,Men,BRONZE,George ASANIDZE,Georgia,GEO,2000
sydney-2000,56kg men,Men,GOLD,Halil MUTLU,Turkey,TUR,2000
sydney-2000,56kg men,Men,SILVER,Wenxiong WU,People's Republic of China,CHN,2000
sydney-2000,56kg men,Men,BRONZE,Xiangxiang ZHANG,People's Republic of China,CHN,2000
sydney-2000,69kg men,Men,GOLD,Galabin BOEVSKI,Bulgaria,BUL,2000
sydney-2000,69kg men,Men,SILVER,Georgi Markov,Bulgaria,BUL,2000
sydney-2000,69kg men,Men,BRONZE,Sergei LAVRENOV,Belarus,BLR,2000
sydney-2000,53kg women,Women,GOLD,Xia YANG,People's Republic of China,CHN,2000
sydney-2000,53kg women,Women,SILVER,Feng-Ying LI,Chinese Taipei,TPE,2000
sydney-2000,53kg women,Women,BRONZE,Winarni Binti SLAMET,Indonesia,INA,2000
atlanta-1996,99  108kg heavyweight men,Men,GOLD,Timour TAIMAZOV,Ukraine,UKR,1996
atlanta-1996,99  108kg heavyweight men,Men,SILVER,Serguei SYRTSOV,Russian Federation,RUS,1996
atlanta-1996,99  108kg heavyweight men,Men,BRONZE,Nicu VLAD,Romania,ROU,1996
atlanta-1996,91 - 99kg (first-heavyweight) men,Men,GOLD,Akakios KAKIASVILIS,Greece,GRE,1996
atlanta-1996,91 - 99kg (first-heavyweight) men,Men,SILVER,Anatoli KHRAPATY,Kazakhstan,KAZ,1996
atlanta-1996,91 - 99kg (first-heavyweight) men,Men,BRONZE,Denys Hotfrid,Ukraine,UKR,1996
atlanta-1996,64  70kg lightweight men,Men,GOLD,Xugang ZHAN,People's Republic of China,CHN,1996
atlanta-1996,64  70kg lightweight men,Men,SILVER,Myong Nam KIM,Democratic People's Republic of Korea,PRK,1996
atlanta-1996,64  70kg lightweight men,Men,BRONZE,Attila FERI,Hungary,HUN,1996
atlanta-1996,70  76kg middleweight men,Men,GOLD,Pablo LARA,Cuba,CUB,1996
atlanta-1996,70  76kg middleweight men,Men,SILVER,Yoto Vassilev YOTOV,Bulgaria,BUL,1996
atlanta-1996,70  76kg middleweight men,Men,BRONZE,Chol-Ho Chon,Democratic People's Republic of Korea,PRK,1996
atlanta-1996,54kg flyweight men,Men,GOLD,Halil MUTLU,Turkey,TUR,1996
atlanta-1996,54kg flyweight men,Men,SILVER,Xiangsen ZHANG,People's Republic of China,CHN,1996
atlanta-1996,54kg flyweight men,Men,BRONZE,Sevdalin MINCHEV,Bulgaria,BUL,1996
atlanta-1996,83 - 91kg middle-heavyweight men,Men,GOLD,Aleksey PETROV,Russian Federation,RUS,1996
atlanta-1996,83 - 91kg middle-heavyweight men,Men,SILVER,Leonidas KOKAS,Greece,GRE,1996
atlanta-1996,83 - 91kg middle-heavyweight men,Men,BRONZE,Oliver CARUSO,Germany,GER,1996
atlanta-1996,59  64kg featherweight men,Men,GOLD,Naim Süleymanoğlu,Turkey,TUR,1996
atlanta-1996,59  64kg featherweight men,Men,SILVER,Valerios LEONIDIS,Greece,GRE,1996
atlanta-1996,59  64kg featherweight men,Men,BRONZE,Jiangang XIAO,People's Republic of China,CHN,1996
atlanta-1996,108kg super heavyweight men,Men,GOLD,Andrey CHEMERKIN,Russian Federation,RUS,1996
atlanta-1996,108kg super heavyweight men,Men,SILVER,Ronny WELLER,Germany,GER,1996
atlanta-1996,108kg super heavyweight men,Men,BRONZE,Stefan Botev Khristov,Australia,AUS,1996
atlanta-1996,54  59kg bantamweight men,Men,GOLD,Ningsheng TANG,People's Republic of China,CHN,1996
atlanta-1996,54  59kg bantamweight men,Men,SILVER,Leonidas SAMPANIS,Greece,GRE,1996
atlanta-1996,54  59kg bantamweight men,Men,BRONZE,Nikolay PECHALOV,Bulgaria,BUL,1996
atlanta-1996,76  83kg lightheavyweight men,Men,GOLD,Pyrros DIMAS,Greece,GRE,1996
atlanta-1996,76  83kg lightheavyweight men,Men,SILVER,Marc HUSTER,Germany,GER,1996
atlanta-1996,76  83kg lightheavyweight men,Men,BRONZE,Andrzej COFALIK,Poland,POL,1996
barcelona-1992,60-67.5kg lightweight men,Men,GOLD,Israel MILITOSIAN,Unified Team,EUN,1992
barcelona-1992,60-67.5kg lightweight men,Men,SILVER,Yoto Vassilev YOTOV,Bulgaria,BUL,1992
barcelona-1992,60-67.5kg lightweight men,Men,BRONZE,Andreas BEHM,Germany,GER,1992
barcelona-1992,82.5 - 90kg (middle-heavyweight) men,Men,GOLD,Akakios KAKIASVILIS,Unified Team,EUN,1992
barcelona-1992,82.5 - 90kg (middle-heavyweight) men,Men,SILVER,Serguei SYRTSOV,Unified Team,EUN,1992
barcelona-1992,82.5 - 90kg (middle-heavyweight) men,Men,BRONZE,Sergiusz WOLCZANIECKI,Poland,POL,1992
barcelona-1992,90  100kg firstheavyweight men,Men,GOLD,Viktor Tregubov,Unified Team,EUN,1992
barcelona-1992,90  100kg firstheavyweight men,Men,SILVER,Timour TAIMAZOV,Unified Team,EUN,1992
barcelona-1992,90  100kg firstheavyweight men,Men,BRONZE,Waldemar MALAK,Poland,POL,1992
barcelona-1992,52kg flyweight men,Men,GOLD,Ivan Ivanov IVANOV,Bulgaria,BUL,1992
barcelona-1992,52kg flyweight men,Men,SILVER,Qisheng LIN,People's Republic of China,CHN,1992
barcelona-1992,52kg flyweight men,Men,BRONZE,Traian Ioachim CIHAREAN,Romania,ROU,1992
barcelona-1992,75  825kg lightheavyweight men,Men,GOLD,Pyrros DIMAS,Greece,GRE,1992
barcelona-1992,75  825kg lightheavyweight men,Men,SILVER,Krzysztof SIEMION,Poland,POL,1992
barcelona-1992,56 - 60kg (featherweight) men,Men,GOLD,Naim Süleymanoğlu,Turkey,TUR,1992
barcelona-1992,56 - 60kg (featherweight) men,Men,SILVER,Nikolay PECHALOV,Bulgaria,BUL,1992
barcelona-1992,56 - 60kg (featherweight) men,Men,BRONZE,Ying-Qiang HE,People's Republic of China,CHN,1992
barcelona-1992,110kg super heavyweight men,Men,GOLD,Alexandre KURLOVICH,Unified Team,EUN,1992
barcelona-1992,110kg super heavyweight men,Men,SILVER,Leonid TARANENKO,Unified Team,EUN,1992
barcelona-1992,110kg super heavyweight men,Men,BRONZE,Manfred NERLINGER,Germany,GER,1992
barcelona-1992,67.5-75kg middleweight men,Men,GOLD,Tudor Casapu,Unified Team,EUN,1992
barcelona-1992,67.5-75kg middleweight men,Men,SILVER,Pablo LARA,Cuba,CUB,1992
barcelona-1992,67.5-75kg middleweight men,Men,BRONZE,Myong Nam KIM,Democratic People's Republic of Korea,PRK,1992
barcelona-1992,100  110kg heavyweight men,Men,GOLD,Ronny WELLER,Germany,GER,1992
barcelona-1992,100  110kg heavyweight men,Men,SILVER,Artur Akoyev,Unified Team,EUN,1992
barcelona-1992,100  110kg heavyweight men,Men,BRONZE,Stefan Botev Khristov,Bulgaria,BUL,1992
barcelona-1992,56kg bantamweight men,Men,GOLD,Byeong-Gwan Jeon,Republic of Korea,KOR,1992
barcelona-1992,56kg bantamweight men,Men,SILVER,Shoubin LIU,People's Republic of China,CHN,1992
barcelona-1992,56kg bantamweight men,Men,BRONZE,Jianming LUO,People's Republic of China,CHN,1992
seoul-1988,- 52kg (flyweight) men,Men,GOLD,Sevdalin MARINOV,Bulgaria,BUL,1988
seoul-1988,- 52kg (flyweight) men,Men,SILVER,Byeong-Gwan Jeon,Republic of Korea,KOR,1988
seoul-1988,- 52kg (flyweight) men,Men,BRONZE,Zhuo-Qiang HE,People's Republic of China,CHN,1988
seoul-1988,67.5-75kg middleweight men,Men,GOLD,Borislav GIDIKOV,Bulgaria,BUL,1988
seoul-1988,67.5-75kg middleweight men,Men,SILVER,Ingo STEINHOEFEL,German Democratic Republic (Germany),GDR,1988
seoul-1988,67.5-75kg middleweight men,Men,BRONZE,Aleksander VARBANOV,Bulgaria,BUL,1988
seoul-1988,56 - 60kg (featherweight) men,Men,GOLD,Naim Süleymanoğlu,Turkey,TUR,1988
seoul-1988,56 - 60kg (featherweight) men,Men,SILVER,Stefan TOPUROV,Bulgaria,BUL,1988
seoul-1988,56 - 60kg (featherweight) men,Men,BRONZE,Huan-Ming YE,People's Republic of China,CHN,1988
seoul-1988,75  825kg lightheavyweight men,Men,GOLD,Israil ARSAMAKOV,Soviet Union,URS,1988
seoul-1988,75  825kg lightheavyweight men,Men,SILVER,Istvan MESSZI,Hungary,HUN,1988
seoul-1988,75  825kg lightheavyweight men,Men,BRONZE,Kyung-Kun LEE,Republic of Korea,KOR,1988
seoul-1988,90  100kg firstheavyweight men,Men,GOLD,Pavel KUZNETSOV,Soviet Union,URS,1988
seoul-1988,90  100kg firstheavyweight men,Men,SILVER,Nicu VLAD,Romania,ROU,1988
seoul-1988,90  100kg firstheavyweight men,Men,BRONZE,Peter IMMESBERGER,Federal Republic of Germany,FRG,1988
seoul-1988,60 - 67.5kg (lightweight) men,Men,GOLD,Joachim KUNZ,German Democratic Republic (Germany),GDR,1988
seoul-1988,60 - 67.5kg (lightweight) men,Men,SILVER,Israel MILITOSIAN,Soviet Union,URS,1988
seoul-1988,60 - 67.5kg (lightweight) men,Men,BRONZE,Jin-He LI,People's Republic of China,CHN,1988
seoul-1988,100  110kg heavyweight men,Men,GOLD,Yuri ZAKHAREVICH,Soviet Union,URS,1988
seoul-1988,100  110kg heavyweight men,Men,SILVER,Jozsef JACSO,Hungary,HUN,1988
seoul-1988,100  110kg heavyweight men,Men,BRONZE,Ronny WELLER,German Democratic Republic (Germany),GDR,1988
seoul-1988,82.5 - 90kg (middle-heavyweight) men,Men,GOLD,Anatoli KHRAPATY,Soviet Union,URS,1988
seoul-1988,82.5 - 90kg (middle-heavyweight) men,Men,SILVER,Nail MUKHAMEDYAROV,Soviet Union,URS,1988
seoul-1988,82.5 - 90kg (middle-heavyweight) men,Men,BRONZE,Slawomir ZAWADA,Poland,POL,1988
seoul-1988,110kg super heavyweight men,Men,GOLD,Alexandre KURLOVICH,Soviet Union,URS,1988
seoul-1988,110kg super heavyweight men,Men,SILVER,Manfred NERLINGER,Federal Republic of Germany,FRG,1988
seoul-1988,110kg super heavyweight men,Men,BRONZE,Martin ZAWIEJA,Federal Republic of Germany,FRG,1988
seoul-1988,56kg bantamweight men,Men,GOLD,Oksen MIRZOYAN,Soviet Union,URS,1988
seoul-1988,56kg bantamweight men,Men,SILVER,Ying-Qiang HE,People's Republic of China,CHN,1988
seoul-1988,56kg bantamweight men,Men,BRONZE,Shoubin LIU,People's Republic of China,CHN,1988
los-angeles-1984,90  100kg firstheavyweight men,Men,GOLD,Rolf MILSER,Federal Republic of Germany,FRG,1984
los-angeles-1984,90  100kg firstheavyweight men,Men,SILVER,Vasile GROAPA,Romania,ROU,1984
los-angeles-1984,90  100kg firstheavyweight men,Men,BRONZE,Pekka NIEMI,Finland,FIN,1984
los-angeles-1984,75  825kg lightheavyweight men,Men,GOLD,Petre BECHERU,Romania,ROU,1984
los-angeles-1984,75  825kg lightheavyweight men,Men,SILVER,Robert KABBAS,Australia,AUS,1984
los-angeles-1984,75  825kg lightheavyweight men,Men,BRONZE,Ryoji ISAOKA,Japan,JPN,1984
los-angeles-1984,100  110kg heavyweight men,Men,GOLD,Norberto OBERBURGER,Italy,ITA,1984
los-angeles-1984,100  110kg heavyweight men,Men,SILVER,Stefan TASNADI,Romania,ROU,1984
los-angeles-1984,100  110kg heavyweight men,Men,BRONZE,Guy Albert CARLTON,United States of America,USA,1984
los-angeles-1984,110kg super heavyweight men,Men,GOLD,Dinko LUKIN,Australia,AUS,1984
los-angeles-1984,110kg super heavyweight men,Men,SILVER,Mario MARTINEZ,United States of America,USA,1984
los-angeles-1984,110kg super heavyweight men,Men,BRONZE,Manfred NERLINGER,Federal Republic of Germany,FRG,1984
los-angeles-1984,56kg bantamweight men,Men,GOLD,Shu-De WU,People's Republic of China,CHN,1984
los-angeles-1984,56kg bantamweight men,Men,SILVER,Run-Ming LAI,People's Republic of China,CHN,1984
los-angeles-1984,56kg bantamweight men,Men,BRONZE,Masahiro KOTAKA,Japan,JPN,1984
los-angeles-1984,60-67.5kg lightweight men,Men,GOLD,Jing-Yuan YAO,People's Republic of China,CHN,1984
los-angeles-1984,60-67.5kg lightweight men,Men,SILVER,Andrei SOCACI,Romania,ROU,1984
los-angeles-1984,60-67.5kg lightweight men,Men,BRONZE,Jouni Johannes GRONMAN,Finland,FIN,1984
los-angeles-1984,- 52kg (flyweight) men,Men,GOLD,Guo-Qiang ZENG,People's Republic of China,CHN,1984
los-angeles-1984,- 52kg (flyweight) men,Men,SILVER,Pei-Shun ZHOU,People's Republic of China,CHN,1984
los-angeles-1984,- 52kg (flyweight) men,Men,BRONZE,Kazushito MANABE,Japan,JPN,1984
los-angeles-1984,825  90kg middleheavyweight men,Men,GOLD,Nicu VLAD,Romania,ROU,1984
los-angeles-1984,825  90kg middleheavyweight men,Men,SILVER,Petre Dumitru,Romania,ROU,1984
los-angeles-1984,825  90kg middleheavyweight men,Men,BRONZE,David MERCER,Great Britain,GBR,1984
los-angeles-1984,67.5-75kg middleweight men,Men,GOLD,Karl-Heinz RADSCHINSKY,Federal Republic of Germany,FRG,1984
los-angeles-1984,67.5-75kg middleweight men,Men,SILVER,Jacques DEMERS,Canada,CAN,1984
los-angeles-1984,67.5-75kg middleweight men,Men,BRONZE,Dragomir CIOROSLAN,Romania,ROU,1984
los-angeles-1984,56 - 60kg (featherweight) men,Men,GOLD,Wei-Qiang CHEN,People's Republic of China,CHN,1984
los-angeles-1984,56 - 60kg (featherweight) men,Men,SILVER,Gelu RADU,Romania,ROU,1984
los-angeles-1984,56 - 60kg (featherweight) men,Men,BRONZE,Wen-Yee TSAI,Chinese Taipei,TPE,1984
moscow-1980,110kg super heavyweight men,Men,GOLD,Sultan RAKHMANOV,Soviet Union,URS,1980
moscow-1980,110kg super heavyweight men,Men,SILVER,Jürgen HEUSER,German Democratic Republic (Germany),GDR,1980
moscow-1980,110kg super heavyweight men,Men,BRONZE,Tadeusz RUTKOWSKI,Poland,POL,1980
moscow-1980,90 - 100kg (first-heavyweight) men,Men,GOLD,Ota ZAREMBA,Czechoslovakia,TCH,1980
moscow-1980,90 - 100kg (first-heavyweight) men,Men,SILVER,Igor NIKITIN,Soviet Union,URS,1980
moscow-1980,90 - 100kg (first-heavyweight) men,Men,BRONZE,Alberto BLANCO FERNANDEZ,Cuba,CUB,1980
moscow-1980,"67.5 - 75kg, (middleweight) men",Men,GOLD,Asen ZLATEV,Bulgaria,BUL,1980
moscow-1980,"67.5 - 75kg, (middleweight) men",Men,SILVER,Oleksandr Perviy,Soviet Union,URS,1980
moscow-1980,"67.5 - 75kg, (middleweight) men",Men,BRONZE,Nedelcho KOLEV,Bulgaria,BUL,1980
moscow-1980,56 - 60kg (featherweight) men,Men,GOLD,Viktor MAZIN,Soviet Union,URS,1980
moscow-1980,56 - 60kg (featherweight) men,Men,SILVER,Stefan DIMITROV,Bulgaria,BUL,1980
moscow-1980,56 - 60kg (featherweight) men,Men,BRONZE,Marek SEWERYN,Poland,POL,1980
moscow-1980,52kg flyweight men,Men,GOLD,Kanybek OSMONALIEV,Soviet Union,URS,1980
moscow-1980,52kg flyweight men,Men,SILVER,Bong Chol HO,Democratic People's Republic of Korea,PRK,1980
moscow-1980,52kg flyweight men,Men,BRONZE,Gyong Si HAN,Democratic People's Republic of Korea,PRK,1980
moscow-1980,825  90kg middleheavyweight men,Men,GOLD,Peter BACZAKO,Hungary,HUN,1980
moscow-1980,825  90kg middleheavyweight men,Men,SILVER,Rumen ALEKSANDROV,Bulgaria,BUL,1980
moscow-1980,825  90kg middleheavyweight men,Men,BRONZE,Frank MANTEK,German Democratic Republic (Germany),GDR,1980
moscow-1980,75  825kg lightheavyweight men,Men,GOLD,Yuri Vardanyan,Soviet Union,URS,1980
moscow-1980,75  825kg lightheavyweight men,Men,SILVER,Blagoi BLAGOEV,Bulgaria,BUL,1980
moscow-1980,75  825kg lightheavyweight men,Men,BRONZE,Dusan POLIACIK,Czechoslovakia,TCH,1980
moscow-1980,100  110kg heavyweight men,Men,GOLD,Leonid TARANENKO,Soviet Union,URS,1980
moscow-1980,100  110kg heavyweight men,Men,SILVER,Valentin CHRISTOV,Bulgaria,BUL,1980
moscow-1980,100  110kg heavyweight men,Men,BRONZE,György SZALAI,Hungary,HUN,1980
moscow-1980,56kg bantamweight men,Men,GOLD,Daniel NUNEZ AGUIAR,Cuba,CUB,1980
moscow-1980,56kg bantamweight men,Men,SILVER,Yurik SARKISIAN,Soviet Union,URS,1980
moscow-1980,56kg bantamweight men,Men,BRONZE,Tadeusz DEMBONCZYK,Poland,POL,1980
moscow-1980,60-67.5kg lightweight men,Men,GOLD,Yanko RUSEV,Bulgaria,BUL,1980
moscow-1980,60-67.5kg lightweight men,Men,SILVER,Joachim KUNZ,German Democratic Republic (Germany),GDR,1980
moscow-1980,60-67.5kg lightweight men,Men,BRONZE,Mincho PASHEV,Bulgaria,BUL,1980
montreal-1976,56kg bantamweight men,Men,GOLD,Norayr Nurikyan,Bulgaria,BUL,1976
montreal-1976,56kg bantamweight men,Men,SILVER,Grzegorz CZIURA,Poland,POL,1976
montreal-1976,56kg bantamweight men,Men,BRONZE,Kenkichi ANDO,Japan,JPN,1976
montreal-1976,75  825kg lightheavyweight men,Men,GOLD,Valeri SHARY,Soviet Union,URS,1976
montreal-1976,75  825kg lightheavyweight men,Men,SILVER,Trendafil STOITCHEV,Bulgaria,BUL,1976
montreal-1976,75  825kg lightheavyweight men,Men,BRONZE,Peter BACZAKO,Hungary,HUN,1976
montreal-1976,91  110kg heavyweight men,Men,GOLD,Yury Zaytsev,Soviet Union,URS,1976
montreal-1976,91  110kg heavyweight men,Men,SILVER,Krastyu Semerdzhiev,Bulgaria,BUL,1976
montreal-1976,91  110kg heavyweight men,Men,BRONZE,Tadeusz RUTKOWSKI,Poland,POL,1976
montreal-1976,60-67.5kg lightweight men,Men,GOLD,Pyotr KOROL,Soviet Union,URS,1976
montreal-1976,60-67.5kg lightweight men,Men,SILVER,Daniel SENET,France,FRA,1976
montreal-1976,60-67.5kg lightweight men,Men,BRONZE,Kazimierz CZARNECKI,Poland,POL,1976
montreal-1976,110kg super heavyweight men,Men,GOLD,Vasily ALEKSEYEV,Soviet Union,URS,1976
montreal-1976,110kg super heavyweight men,Men,SILVER,Gerd BONK,German Democratic Republic (Germany),GDR,1976
montreal-1976,110kg super heavyweight men,Men,BRONZE,Helmut LOSCH,German Democratic Republic (Germany),GDR,1976
montreal-1976,67.5-75kg middleweight men,Men,GOLD,Yordan MITKOV,Bulgaria,BUL,1976
montreal-1976,67.5-75kg middleweight men,Men,SILVER,Vartan MILITOSYAN,Soviet Union,URS,1976
montreal-1976,67.5-75kg middleweight men,Men,BRONZE,Peter WENZEL,German Democratic Republic (Germany),GDR,1976
montreal-1976,825  90kg middleheavyweight men,Men,GOLD,David RIGERT,Soviet Union,URS,1976
montreal-1976,825  90kg middleheavyweight men,Men,SILVER,"Lee Roy, Jr. JAMES",United States of America,USA,1976
montreal-1976,825  90kg middleheavyweight men,Men,BRONZE,Atanas SHOPOV,Bulgaria,BUL,1976
montreal-1976,56 - 60kg (featherweight) men,Men,GOLD,Nikolai KOLESNIKOV,Soviet Union,URS,1976
montreal-1976,56 - 60kg (featherweight) men,Men,SILVER,Georghi TODOROV,Bulgaria,BUL,1976
montreal-1976,56 - 60kg (featherweight) men,Men,BRONZE,Kazumasa HIRAI,Japan,JPN,1976
montreal-1976,52kg flyweight men,Men,GOLD,Aleksandr VORONIN,Soviet Union,URS,1976
montreal-1976,52kg flyweight men,Men,SILVER,György KÖSZEGI,Hungary,HUN,1976
montreal-1976,52kg flyweight men,Men,BRONZE,Mohammad NASSIRI-SERESHT,Islamic Republic of Iran,IRI,1976
munich-1972,75-82.5kg total lightheavyweight men,Men,GOLD,Leif Goran JENSSEN,Norway,NOR,1972
munich-1972,75-82.5kg total lightheavyweight men,Men,SILVER,Norbert OZIMEK,Poland,POL,1972
munich-1972,75-82.5kg total lightheavyweight men,Men,BRONZE,György HORVATH,Hungary,HUN,1972
munich-1972,56 - 60kg (featherweight) men,Men,GOLD,Norayr Nurikyan,Bulgaria,BUL,1972
munich-1972,56 - 60kg (featherweight) men,Men,SILVER,Dito SHANIDZE,Soviet Union,URS,1972
munich-1972,56 - 60kg (featherweight) men,Men,BRONZE,Janos BENEDEK,Hungary,HUN,1972
munich-1972,52kg flyweight men,Men,GOLD,Zygmunt SMALCERZ,Poland,POL,1972
munich-1972,52kg flyweight men,Men,SILVER,Lajos SZÜCS,Hungary,HUN,1972
munich-1972,52kg flyweight men,Men,BRONZE,Sandor HOLCZREITER,Hungary,HUN,1972
munich-1972,60-67.5kg lightweight men,Men,GOLD,Mukharbi KIRZHINOV,Soviet Union,URS,1972
munich-1972,60-67.5kg lightweight men,Men,SILVER,Mladen KUTCHEV,Bulgaria,BUL,1972
munich-1972,60-67.5kg lightweight men,Men,BRONZE,Zbigniew KACZMAREK,Poland,POL,1972
munich-1972,52  56kg bantamweight men,Men,GOLD,Imre FÖLDI,Hungary,HUN,1972
munich-1972,52  56kg bantamweight men,Men,SILVER,Mohammad NASSIRI-SERESHT,Islamic Republic of Iran,IRI,1972
munich-1972,52  56kg bantamweight men,Men,BRONZE,Gennadi CHETIN,Soviet Union,URS,1972
munich-1972,110kg super heavyweight men,Men,GOLD,Vasily ALEKSEYEV,Soviet Union,URS,1972
munich-1972,110kg super heavyweight men,Men,SILVER,Rudolf MANG,Federal Republic of Germany,FRG,1972
munich-1972,110kg super heavyweight men,Men,BRONZE,Gerd BONK,German Democratic Republic (Germany),GDR,1972
munich-1972,825  90kg total middleheavyweight men,Men,GOLD,Andon NIKOLOV,Bulgaria,BUL,1972
munich-1972,825  90kg total middleheavyweight men,Men,SILVER,Atanas SHOPOV,Bulgaria,BUL,1972
munich-1972,825  90kg total middleheavyweight men,Men,BRONZE,Hans BETTEMBOURG,Sweden,SWE,1972
munich-1972,91  110kg heavyweight men,Men,GOLD,Yan TALTS,Soviet Union,URS,1972
munich-1972,91  110kg heavyweight men,Men,SILVER,Aleksandar KRAITCHEV,Bulgaria,BUL,1972
munich-1972,91  110kg heavyweight men,Men,BRONZE,Stefan GRÜTZNER,German Democratic Republic (Germany),GDR,1972
munich-1972,"67.5 - 75kg, (middleweight) men",Men,GOLD,Yordan BIKOV,Bulgaria,BUL,1972
munich-1972,"67.5 - 75kg, (middleweight) men",Men,SILVER,Kheir Mohamed TARABULSI,Lebanon,LBN,1972
munich-1972,"67.5 - 75kg, (middleweight) men",Men,BRONZE,Anselmo SILVINO,Italy,ITA,1972
mexico-city-1968,90kg heavyweight men,Men,GOLD,Leonid ZHABOTINSKY,Soviet Union,URS,1968
