oly_game,event_title,event_gender,medal_type,athlete_full_name,country_name,country_code,year
mexico-city-1968,90kg heavyweight men,Men,SILVER,Serge REDING,Belgium,BEL,1968
mexico-city-1968,90kg heavyweight men,Men,BRONZE,Joseph Douglas DUBE,United States of America,USA,1968
mexico-city-1968,67.5-75kg middleweight men,Men,GOLD,Viktor KURENTSOV,Soviet Union,URS,1968
mexico-city-1968,67.5-75kg middleweight men,Men,SILVER,Masashi OHUCHI,Japan,JPN,1968
mexico-city-1968,67.5-75kg middleweight men,Men,BRONZE,Karoly BAKOS,Hungary,HUN,1968
mexico-city-1968,75-82.5kg total lightheavyweight men,Men,GOLD,Boris SELITSKY,Soviet Union,URS,1968
mexico-city-1968,75-82.5kg total lightheavyweight men,Men,SILVER,Volodymyr Bieliaiev,Soviet Union,URS,1968
mexico-city-1968,75-82.5kg total lightheavyweight men,Men,BRONZE,Norbert OZIMEK,Poland,POL,1968
mexico-city-1968,60 - 67.5kg (lightweight) men,Men,GOLD,Waldemar BASZANOWSKI,Poland,POL,1968
mexico-city-1968,60 - 67.5kg (lightweight) men,Men,SILVER,Parviz JALAYER,Islamic Republic of Iran,IRI,1968
mexico-city-1968,60 - 67.5kg (lightweight) men,Men,BRONZE,Marian ZIELINSKI,Poland,POL,1968
mexico-city-1968,56 - 60kg (featherweight) men,Men,GOLD,Yoshinobu MIYAKE,Japan,JPN,1968
mexico-city-1968,56 - 60kg (featherweight) men,Men,SILVER,Dito SHANIDZE,Soviet Union,URS,1968
mexico-city-1968,56 - 60kg (featherweight) men,Men,BRONZE,Yoshiyuki MIYAKE,Japan,JPN,1968
mexico-city-1968,-56kg (bantamweight) men,Men,GOLD,Mohammad NASSIRI-SERESHT,Islamic Republic of Iran,IRI,1968
mexico-city-1968,-56kg (bantamweight) men,Men,SILVER,Imre FÖLDI,Hungary,HUN,1968
mexico-city-1968,-56kg (bantamweight) men,Men,BRONZE,Henryk TREBICKI,Poland,POL,1968
mexico-city-1968,825  90kg total middleheavyweight men,Men,GOLD,Kaarlo Olavi KANGASNIEMI,Finland,FIN,1968
mexico-city-1968,825  90kg total middleheavyweight men,Men,SILVER,Yan TALTS,Soviet Union,URS,1968
mexico-city-1968,825  90kg total middleheavyweight men,Men,BRONZE,Marek GOLAB,Poland,POL,1968
tokyo-1964,67.5-75kg middleweight men,Men,GOLD,Hans ZDRAZILA,Czechoslovakia,TCH,1964
tokyo-1964,67.5-75kg middleweight men,Men,SILVER,Viktor KURENTSOV,Soviet Union,URS,1964
tokyo-1964,67.5-75kg middleweight men,Men,BRONZE,Masashi OHUCHI,Japan,JPN,1964
tokyo-1964,60-67.5kg lightweight men,Men,GOLD,Waldemar BASZANOWSKI,Poland,POL,1964
tokyo-1964,60-67.5kg lightweight men,Men,SILVER,Vladimir KAPLUNOV,Soviet Union,URS,1964
tokyo-1964,60-67.5kg lightweight men,Men,BRONZE,Marian ZIELINSKI,Poland,POL,1964
tokyo-1964,56kg bantamweight men,Men,GOLD,Aleksey Vakhonin,Soviet Union,URS,1964
tokyo-1964,56kg bantamweight men,Men,SILVER,Imre FÖLDI,Hungary,HUN,1964
tokyo-1964,56kg bantamweight men,Men,BRONZE,Shiro ISHINOSEKI,Japan,JPN,1964
tokyo-1964,90kg heavyweight men,Men,GOLD,Leonid ZHABOTINSKY,Soviet Union,URS,1964
tokyo-1964,90kg heavyweight men,Men,SILVER,Yuri VLASOV,Soviet Union,URS,1964
tokyo-1964,90kg heavyweight men,Men,BRONZE,Norbert SCHEMANSKY,United States of America,USA,1964
tokyo-1964,56 - 60kg (featherweight) men,Men,GOLD,Yoshinobu MIYAKE,Japan,JPN,1964
tokyo-1964,56 - 60kg (featherweight) men,Men,SILVER,Isaac BERGER,United States of America,USA,1964
tokyo-1964,56 - 60kg (featherweight) men,Men,BRONZE,Mieczyslaw NOWAK,Poland,POL,1964
tokyo-1964,825  90kg total middleheavyweight men,Men,GOLD,Vladimir GOLOVANOV,Soviet Union,URS,1964
tokyo-1964,825  90kg total middleheavyweight men,Men,SILVER,Louis George MARTIN,Great Britain,GBR,1964
tokyo-1964,825  90kg total middleheavyweight men,Men,BRONZE,Ireneusz PALINSKI,Poland,POL,1964
tokyo-1964,75-82.5kg total lightheavyweight men,Men,GOLD,Rudolf PLYUKFELDER,Soviet Union,URS,1964
tokyo-1964,75-82.5kg total lightheavyweight men,Men,SILVER,Géza Tóth,Hungary,HUN,1964
tokyo-1964,75-82.5kg total lightheavyweight men,Men,BRONZE,Gyözö VERES,Hungary,HUN,1964
rome-1960,56kg bantamweight men,Men,GOLD,Charles Thomas Jr. VINCI,United States of America,USA,1960
rome-1960,56kg bantamweight men,Men,SILVER,Yoshinobu MIYAKE,Japan,JPN,1960
rome-1960,56kg bantamweight men,Men,BRONZE,Ismail Elm Khah,Islamic Republic of Iran,IRI,1960
rome-1960,90kg heavyweight men,Men,GOLD,Yuri VLASOV,Soviet Union,URS,1960
rome-1960,90kg heavyweight men,Men,SILVER,James Edward BRADFORD,United States of America,USA,1960
rome-1960,90kg heavyweight men,Men,BRONZE,Norbert SCHEMANSKY,United States of America,USA,1960
rome-1960,825  90kg total middleheavyweight men,Men,GOLD,Arkady Vorobyov,Soviet Union,URS,1960
rome-1960,825  90kg total middleheavyweight men,Men,SILVER,Trofim LOMAKIN,Soviet Union,URS,1960
rome-1960,825  90kg total middleheavyweight men,Men,BRONZE,Louis George MARTIN,Great Britain,GBR,1960
rome-1960,60 - 67.5kg (lightweight) men,Men,GOLD,Viktor BUSHUEV,Soviet Union,URS,1960
rome-1960,60 - 67.5kg (lightweight) men,Men,SILVER,Tiger Tan,Singapore,SGP,1960
rome-1960,60 - 67.5kg (lightweight) men,Men,BRONZE,Abdul WAHID AZIZ,Iraq,IRQ,1960
rome-1960,75-82.5kg total lightheavyweight men,Men,GOLD,Ireneusz PALINSKI,Poland,POL,1960
rome-1960,75-82.5kg total lightheavyweight men,Men,SILVER,James D. GEORGE,United States of America,USA,1960
rome-1960,75-82.5kg total lightheavyweight men,Men,BRONZE,Jan BOCHENEK,Poland,POL,1960
rome-1960,"67.5 - 75kg, (middleweight) men",Men,GOLD,Aleksandr KURYNOV,Soviet Union,URS,1960
rome-1960,"67.5 - 75kg, (middleweight) men",Men,SILVER,Thomas Tamio KONO,United States of America,USA,1960
rome-1960,"67.5 - 75kg, (middleweight) men",Men,BRONZE,Gyözö VERES,Hungary,HUN,1960
rome-1960,56 - 60kg (featherweight) men,Men,GOLD,Yevgeny Minayev,Soviet Union,URS,1960
rome-1960,56 - 60kg (featherweight) men,Men,SILVER,Isaac BERGER,United States of America,USA,1960
rome-1960,56 - 60kg (featherweight) men,Men,BRONZE,Sebastiano MANNIRONI,Italy,ITA,1960
melbourne-1956,90kg heavyweight men,Men,GOLD,Paul Edward ANDERSON,United States of America,USA,1956
melbourne-1956,90kg heavyweight men,Men,SILVER,Humberto SELVETTI,Argentina,ARG,1956
melbourne-1956,90kg heavyweight men,Men,BRONZE,Alberto PIGAIANI,Italy,ITA,1956
melbourne-1956,56 - 60kg (featherweight) men,Men,GOLD,Isaac BERGER,United States of America,USA,1956
melbourne-1956,56 - 60kg (featherweight) men,Men,SILVER,Yevgeny Minayev,Soviet Union,URS,1956
melbourne-1956,56 - 60kg (featherweight) men,Men,BRONZE,Marian ZIELINSKI,Poland,POL,1956
melbourne-1956,75-82.5kg total lightheavyweight men,Men,GOLD,Thomas Tamio KONO,United States of America,USA,1956
melbourne-1956,75-82.5kg total lightheavyweight men,Men,SILVER,Vasīlijs Stepanovs,Soviet Union,URS,1956
melbourne-1956,75-82.5kg total lightheavyweight men,Men,BRONZE,James D. GEORGE,United States of America,USA,1956
melbourne-1956,60 - 67.5kg (lightweight) men,Men,GOLD,Igor RYBAK,Soviet Union,URS,1956
melbourne-1956,60 - 67.5kg (lightweight) men,Men,SILVER,Ravil KHABUTDINOV,Soviet Union,URS,1956
melbourne-1956,60 - 67.5kg (lightweight) men,Men,BRONZE,Chang-Hee KIM,Republic of Korea,KOR,1956
melbourne-1956,56kg bantamweight men,Men,GOLD,Charles Thomas Jr. VINCI,United States of America,USA,1956
melbourne-1956,56kg bantamweight men,Men,SILVER,Vladimir STOGOV,Soviet Union,URS,1956
melbourne-1956,56kg bantamweight men,Men,BRONZE,Mahmoud NAMDJOU,Islamic Republic of Iran,IRI,1956
melbourne-1956,825  90kg total middleheavyweight men,Men,GOLD,Arkady Vorobyov,Soviet Union,URS,1956
melbourne-1956,825  90kg total middleheavyweight men,Men,SILVER,David Joseph SHEPPARD,United States of America,USA,1956
melbourne-1956,825  90kg total middleheavyweight men,Men,BRONZE,Jean DEBUF,France,FRA,1956
melbourne-1956,"67.5 - 75kg, (middleweight) men",Men,GOLD,Fedor BOGDANOVSKY,Soviet Union,URS,1956
melbourne-1956,"67.5 - 75kg, (middleweight) men",Men,SILVER,Peter T. GEORGE,United States of America,USA,1956
melbourne-1956,"67.5 - 75kg, (middleweight) men",Men,BRONZE,Ermanno PIGNATTI,Italy,ITA,1956
helsinki-1952,-56kg (bantamweight) men,Men,GOLD,Ivan UDODOV,Soviet Union,URS,1952
helsinki-1952,-56kg (bantamweight) men,Men,SILVER,Mahmoud NAMDJOU,Islamic Republic of Iran,IRI,1952
helsinki-1952,-56kg (bantamweight) men,Men,BRONZE,Ali MIRZAI,Islamic Republic of Iran,IRI,1952
helsinki-1952,825  90kg total middleheavyweight men,Men,GOLD,Norbert SCHEMANSKY,United States of America,USA,1952
helsinki-1952,825  90kg total middleheavyweight men,Men,SILVER,Grigori NOVAK,Soviet Union,URS,1952
helsinki-1952,825  90kg total middleheavyweight men,Men,BRONZE,Lennox KILGOUR,Trinidad and Tobago,TTO,1952
helsinki-1952,75-82.5kg total lightheavyweight men,Men,GOLD,Trofim LOMAKIN,Soviet Union,URS,1952
helsinki-1952,75-82.5kg total lightheavyweight men,Men,SILVER,Stanley Anthony STANCZYK,United States of America,USA,1952
helsinki-1952,75-82.5kg total lightheavyweight men,Men,BRONZE,Arkady Vorobyov,Soviet Union,URS,1952
helsinki-1952,"67.5 - 75kg, (middleweight) men",Men,GOLD,Peter T. GEORGE,United States of America,USA,1952
helsinki-1952,"67.5 - 75kg, (middleweight) men",Men,SILVER,Gerald A. GRATTON,Canada,CAN,1952
helsinki-1952,"67.5 - 75kg, (middleweight) men",Men,BRONZE,Sung-Jip KIM,Republic of Korea,KOR,1952
helsinki-1952,60 - 67.5kg (lightweight) men,Men,GOLD,Thomas Tamio KONO,United States of America,USA,1952
helsinki-1952,60 - 67.5kg (lightweight) men,Men,SILVER,Yevgeni LOPATIN,Soviet Union,URS,1952
helsinki-1952,60 - 67.5kg (lightweight) men,Men,BRONZE,Verdi BARBERIS,Australia,AUS,1952
helsinki-1952,90kg heavyweight men,Men,GOLD,John Henry Jr. DAVIS,United States of America,USA,1952
helsinki-1952,90kg heavyweight men,Men,SILVER,James Edward BRADFORD,United States of America,USA,1952
helsinki-1952,90kg heavyweight men,Men,BRONZE,Humberto SELVETTI,Argentina,ARG,1952
helsinki-1952,56 - 60kg (featherweight) men,Men,GOLD,Rapael Chimishk'iani,Soviet Union,URS,1952
helsinki-1952,56 - 60kg (featherweight) men,Men,SILVER,Nikolai SAKSONOV,Soviet Union,URS,1952
helsinki-1952,56 - 60kg (featherweight) men,Men,BRONZE,Rodney Adolphus WILKES,Trinidad and Tobago,TTO,1952
london-1948,82.5kg heavyweight men,Men,GOLD,John Henry Jr. DAVIS,United States of America,USA,1948
london-1948,82.5kg heavyweight men,Men,SILVER,Norbert SCHEMANSKY,United States of America,USA,1948
london-1948,82.5kg heavyweight men,Men,BRONZE,Abraham CHARITE,Netherlands,NED,1948
london-1948,67.5-75kg middleweight men,Men,GOLD,Frank Isaac SPELLMAN,United States of America,USA,1948
london-1948,67.5-75kg middleweight men,Men,SILVER,Peter T. GEORGE,United States of America,USA,1948
london-1948,67.5-75kg middleweight men,Men,BRONZE,Sung-Jip KIM,Republic of Korea,KOR,1948
london-1948,75-82.5kg total lightheavyweight men,Men,GOLD,Stanley Anthony STANCZYK,United States of America,USA,1948
london-1948,75-82.5kg total lightheavyweight men,Men,SILVER,Harold Toshiyuki SAKATA,United States of America,USA,1948
london-1948,75-82.5kg total lightheavyweight men,Men,BRONZE,Gösta MAGNUSSON,Sweden,SWE,1948
london-1948,60-67.5kg lightweight men,Men,GOLD,Ibrahim Hassanein SHAMS,Egypt,EGY,1948
london-1948,60-67.5kg lightweight men,Men,SILVER,Attia Mohammed,Egypt,EGY,1948
london-1948,60-67.5kg lightweight men,Men,BRONZE,James HALLIDAY,Great Britain,GBR,1948
london-1948,56 - 60kg (featherweight) men,Men,GOLD,Mahmoud FAYAD,Egypt,EGY,1948
london-1948,56 - 60kg (featherweight) men,Men,SILVER,Rodney Adolphus WILKES,Trinidad and Tobago,TTO,1948
london-1948,56 - 60kg (featherweight) men,Men,BRONZE,Jafar Mohammad SALMASSI,Islamic Republic of Iran,IRI,1948
london-1948,56kg bantamweight men,Men,GOLD,Joe DePietro,United States of America,USA,1948
london-1948,56kg bantamweight men,Men,SILVER,Julian CREUS,Great Britain,GBR,1948
london-1948,56kg bantamweight men,Men,BRONZE,Richard Watt Sung TOM,United States of America,USA,1948
berlin-1936,82.5kg heavyweight men,Men,GOLD,Josef MANGER,Germany,GER,1936
berlin-1936,82.5kg heavyweight men,Men,SILVER,Vaclav PSENICKA,Czechoslovakia,TCH,1936
berlin-1936,82.5kg heavyweight men,Men,BRONZE,Arnold LUHAÄÄR,Estonia,EST,1936
berlin-1936,67.5-75kg middleweight men,Men,GOLD,Khadr El-Touni,Egypt,EGY,1936
berlin-1936,67.5-75kg middleweight men,Men,SILVER,Rudolf ISMAYR,Germany,GER,1936
berlin-1936,67.5-75kg middleweight men,Men,BRONZE,Adolf Wagner,Germany,GER,1936
berlin-1936,60kg featherweight men,Men,GOLD,Anthony TERLAZZO,United States of America,USA,1936
berlin-1936,60kg featherweight men,Men,SILVER,Saleh Mohamed SOLIMAN,Egypt,EGY,1936
berlin-1936,60kg featherweight men,Men,BRONZE,Ibrahim Hassanein SHAMS,Egypt,EGY,1936
berlin-1936,75-82.5kg total lightheavyweight men,Men,GOLD,Louis HOSTIN,France,FRA,1936
berlin-1936,75-82.5kg total lightheavyweight men,Men,SILVER,Eugen DEUTSCH,Germany,GER,1936
berlin-1936,75-82.5kg total lightheavyweight men,Men,BRONZE,Wasif Ibrahim,Egypt,EGY,1936
berlin-1936,60-67.5kg lightweight men,Men,GOLD,Anwar Mousbah,Egypt,EGY,1936
berlin-1936,60-67.5kg lightweight men,Men,GOLD,Robert FEIN,Austria,AUT,1936
berlin-1936,60-67.5kg lightweight men,Men,BRONZE,Karl JANSEN,Germany,GER,1936
los-angeles-1932,67.5-75kg middleweight men,Men,GOLD,Rudolf ISMAYR,Germany,GER,1932
los-angeles-1932,67.5-75kg middleweight men,Men,SILVER,Carlo GALIMBERTI,Italy,ITA,1932
los-angeles-1932,67.5-75kg middleweight men,Men,BRONZE,Karl HIPFINGER,Austria,AUT,1932
los-angeles-1932,75-82.5kg total lightheavyweight men,Men,GOLD,Louis HOSTIN,France,FRA,1932
los-angeles-1932,75-82.5kg total lightheavyweight men,Men,SILVER,Svend Egil Benjamin OLSEN,Denmark,DEN,1932
los-angeles-1932,75-82.5kg total lightheavyweight men,Men,BRONZE,Henry Ludwig DUEY,United States of America,USA,1932
los-angeles-1932,60kg featherweight men,Men,GOLD,Raymond SUVIGNY,France,FRA,1932
los-angeles-1932,60kg featherweight men,Men,SILVER,Hans WÖLPERT,Germany,GER,1932
los-angeles-1932,60kg featherweight men,Men,BRONZE,Anthony TERLAZZO,United States of America,USA,1932
los-angeles-1932,60-67.5kg lightweight men,Men,GOLD,René DUVERGER,France,FRA,1932
los-angeles-1932,60-67.5kg lightweight men,Men,SILVER,Hans HAAS,Austria,AUT,1932
los-angeles-1932,60-67.5kg lightweight men,Men,BRONZE,Gastone PIERINI,Italy,ITA,1932
los-angeles-1932,82.5kg heavyweight men,Men,GOLD,Jaroslav SKOBLA,Czechoslovakia,TCH,1932
los-angeles-1932,82.5kg heavyweight men,Men,SILVER,Vaclav PSENICKA,Czechoslovakia,TCH,1932
los-angeles-1932,82.5kg heavyweight men,Men,BRONZE,Josef STRASSBERGER,Germany,GER,1932
amsterdam-1928,82.5kg heavyweight men,Men,GOLD,Josef STRASSBERGER,Germany,GER,1928
amsterdam-1928,82.5kg heavyweight men,Men,SILVER,Arnold LUHAÄÄR,Estonia,EST,1928
amsterdam-1928,82.5kg heavyweight men,Men,BRONZE,Jaroslav SKOBLA,Czechoslovakia,TCH,1928
amsterdam-1928,75-82.5kg total lightheavyweight men,Men,GOLD,El Sayed Mohamed NOSSEIR,Egypt,EGY,1928
amsterdam-1928,75-82.5kg total lightheavyweight men,Men,SILVER,Louis HOSTIN,France,FRA,1928
amsterdam-1928,75-82.5kg total lightheavyweight men,Men,BRONZE,Jan Verheijen,Netherlands,NED,1928
amsterdam-1928,60kg featherweight men,Men,GOLD,Franz Joseph ANDRYSEK,Austria,AUT,1928
amsterdam-1928,60kg featherweight men,Men,SILVER,Pierino GABETTI,Italy,ITA,1928
amsterdam-1928,60kg featherweight men,Men,BRONZE,Hans WÖLPERT,Germany,GER,1928
amsterdam-1928,60-67.5kg lightweight men,Men,GOLD,Kurt HELBIG,Germany,GER,1928
amsterdam-1928,60-67.5kg lightweight men,Men,GOLD,Hans HAAS,Austria,AUT,1928
amsterdam-1928,60-67.5kg lightweight men,Men,BRONZE,Fernand ARNOUT,France,FRA,1928
amsterdam-1928,67.5-75kg middleweight men,Men,GOLD,Roger FRANCOIS,France,FRA,1928
amsterdam-1928,67.5-75kg middleweight men,Men,SILVER,Carlo GALIMBERTI,Italy,ITA,1928
amsterdam-1928,67.5-75kg middleweight men,Men,BRONZE,August SCHEFFER,Netherlands,NED,1928
paris-1924,60  675kg onetwo hand 5 events lightweight men,Men,GOLD,Edmond DECOTTIGNIES,France,FRA,1924
paris-1924,60  675kg onetwo hand 5 events lightweight men,Men,SILVER,Anton ZWERINA,Austria,AUT,1924
paris-1924,60  675kg onetwo hand 5 events lightweight men,Men,BRONZE,Bohumil DURDYS,Czechoslovakia,TCH,1924
paris-1924,60kg onetwo hand 5 events featherweight men,Men,GOLD,Pierino GABETTI,Italy,ITA,1924
paris-1924,60kg onetwo hand 5 events featherweight men,Men,SILVER,Andreas STADLER,Austria,AUT,1924
paris-1924,60kg onetwo hand 5 events featherweight men,Men,BRONZE,Arthur REINMANN,Switzerland,SUI,1924
paris-1924,75  825kg onetwo hand 5 e lightheavyweight men,Men,GOLD,Charles RIGOULOT,France,FRA,1924
paris-1924,75  825kg onetwo hand 5 e lightheavyweight men,Men,SILVER,Fritz HÜNENBERGER,Switzerland,SUI,1924
paris-1924,75  825kg onetwo hand 5 e lightheavyweight men,Men,BRONZE,Leopold FRIEDRICH,Austria,AUT,1924
paris-1924,825kg onetwo hand 5 events heavyweight men,Men,GOLD,Giuseppe TONANI,Italy,ITA,1924
paris-1924,825kg onetwo hand 5 events heavyweight men,Men,SILVER,Franz AIGNER,Austria,AUT,1924
paris-1924,825kg onetwo hand 5 events heavyweight men,Men,BRONZE,Harald TAMMER,Estonia,EST,1924
paris-1924,675  75kg onetwo hand 5 events middleweight men,Men,GOLD,Carlo GALIMBERTI,Italy,ITA,1924
paris-1924,675  75kg onetwo hand 5 events middleweight men,Men,SILVER,Alfred NEULAND,Estonia,EST,1924
paris-1924,675  75kg onetwo hand 5 events middleweight men,Men,BRONZE,Jaan KIKKAS,Estonia,EST,1924
antwerp-1920,675  75kg onetwo hand 3 events middleweight men,Men,GOLD,Henri GANCE,France,FRA,1920
antwerp-1920,675  75kg onetwo hand 3 events middleweight men,Men,SILVER,Pietro Ubaldo BIANCHI,Italy,ITA,1920
antwerp-1920,675  75kg onetwo hand 3 events middleweight men,Men,BRONZE,Albert PETTERSSON,Sweden,SWE,1920
antwerp-1920,60kg onetwo hand 3 events featherweight men,Men,GOLD,Frans DE HAES,Belgium,BEL,1920
antwerp-1920,60kg onetwo hand 3 events featherweight men,Men,SILVER,Alfred SCHMIDT,Estonia,EST,1920
antwerp-1920,60kg onetwo hand 3 events featherweight men,Men,BRONZE,Eugène RYTHER,Switzerland,SUI,1920
antwerp-1920,75  825kg onetwo hand 3 e lightheavyweight men,Men,GOLD,Ernest CADINE,France,FRA,1920
antwerp-1920,75  825kg onetwo hand 3 e lightheavyweight men,Men,SILVER,Fritz HÜNENBERGER,Switzerland,SUI,1920
antwerp-1920,75  825kg onetwo hand 3 e lightheavyweight men,Men,BRONZE,Erik Pettersson,Sweden,SWE,1920
antwerp-1920,825kg onetwo hand 3 events heavyweight men,Men,GOLD,Filippo BOTTINO,Italy,ITA,1920
antwerp-1920,825kg onetwo hand 3 events heavyweight men,Men,SILVER,Jos Alzin,Luxembourg,LUX,1920
antwerp-1920,825kg onetwo hand 3 events heavyweight men,Men,BRONZE,Louis BERNOT,France,FRA,1920
antwerp-1920,60  675kg onetwo hand 3 events lightweight men,Men,GOLD,Alfred NEULAND,Estonia,EST,1920
antwerp-1920,60  675kg onetwo hand 3 events lightweight men,Men,SILVER,Louis WILLIQUET,Belgium,BEL,1920
antwerp-1920,60  675kg onetwo hand 3 events lightweight men,Men,BRONZE,Georges Florimond ROOMS,Belgium,BEL,1920
st-louis-1904,heavyweight - two hand lift men,Men,GOLD,Periklis Kakousis,Greece,GRE,1904
st-louis-1904,heavyweight - two hand lift men,Men,SILVER,Oscar Paul OSTHOFF,United States of America,USA,1904
st-louis-1904,heavyweight - two hand lift men,Men,BRONZE,Franz Kugler,Germany,GER,1904
st-louis-1904,All-around Dumbbell contest men,Men,GOLD,Oscar Paul OSTHOFF,United States of America,USA,1904
st-louis-1904,All-around Dumbbell contest men,Men,SILVER,Fred Winter,United States of America,USA,1904
st-louis-1904,All-around Dumbbell contest men,Men,BRONZE,Franz Kugler,Germany,GER,1904
athens-1896,heavyweight - one hand lift men,Men,GOLD,Launceston ELLIOT,Great Britain,GBR,1896
athens-1896,heavyweight - one hand lift men,Men,SILVER,Viggo JENSEN,Denmark,DEN,1896
athens-1896,heavyweight - one hand lift men,Men,BRONZE,Alexandros Nikolopoulos,Greece,GRE,1896
athens-1896,heavyweight - two hand lift men,Men,GOLD,Viggo JENSEN,Denmark,DEN,1896
athens-1896,heavyweight - two hand lift men,Men,SILVER,Launceston ELLIOT,Great Britain,GBR,1896
athens-1896,heavyweight - two hand lift men,Men,BRONZE,Sotirios VERSIS,Greece,GRE,1896
